candidate_id,client_name,industry_type,position_skillset,candidate_skillset,interview_type,gender,candidate_current_location,candidate_job_location,interview_venue,candidate_native_location,q1,q2,q3,q4,q5,q6,q7,marital_status,attendance
CANDIDATE 754,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,SCHEDULED WALKIN,FEMALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,MARRIED,NO
CANDIDATE 755,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,SINGLE,NO
CANDIDATE 759,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,NAGERCOIL,YES,YES,YES,YES,YES,YES,YES,SINGLE,NO
CANDIDATE 769,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,HYDERABAD,YES,YES,YES,YES,YES,YES,YES,MARRIED,NO
CANDIDATE 770,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,SCHEDULED WALKIN,FEMALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,MARRIED,NO
CANDIDATE 771,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,SINGLE,NO
CANDIDATE 779,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,SINGLE,NO
CANDIDATE 780,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,MARRIED,NO
CANDIDATE 782,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,MARRIED,NO
CANDIDATE 784,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,SCHEDULED WALKIN,FEMALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,MARRIED,NO
CANDIDATE 789,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,VISAKAPATINAM,,,,,,,,SINGLE,NO
CANDIDATE 791,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,HYDERABAD,,,,,,,,SINGLE,NO
CANDIDATE 797,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,SCHEDULED WALKIN,FEMALE,CHENNAI,CHENNAI,CHENNAI,PUNE,,,,,,,,SINGLE,NO
CANDIDATE 798,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,SINGLE,NO
CANDIDATE 799,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,HYDERABAD,YES,YES,YES,YES,YES,YES,YES,SINGLE,NO
CANDIDATE 801,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,CHANDIGARH,NO,,,,,,,MARRIED,NO
CANDIDATE 802,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,SINGLE,NO
CANDIDATE 808,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,,,,,,,,SINGLE,NO
CANDIDATE 810,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,NO,,,,,,,MARRIED,NO
CANDIDATE 812,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,NO,,,,,,,SINGLE,NO
CANDIDATE 816,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,TIRUPATI,,,,,,,,MARRIED,NO
CANDIDATE 818,STANDARD CHARTERED BANK,BFSI,ROUTINE,,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,SINGLE,NO
CANDIDATE 819,STANDARD CHARTERED BANK,BFSI,ROUTINE,,SCHEDULED WALKIN,FEMALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,MARRIED,NO
CANDIDATE 824,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,HYDERABAD,,,,,,,,MARRIED,NO
CANDIDATE 826,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,PUNE,,,,,,,,MARRIED,NO
CANDIDATE 827,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,MUMBAI,,,,,,,,SINGLE,NO
CANDIDATE 828,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,HYDERABAD,YES,YES,YES,YES,YES,YES,YES,SINGLE,NO
CANDIDATE 836,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,SCHEDULED,FEMALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,,,,,,,,MARRIED,NO
CANDIDATE 837,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,SCHEDULED,FEMALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,MARRIED,NO
CANDIDATE 842,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,SCHEDULED,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,,,,,,,,SINGLE,NO
CANDIDATE 843,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,SCHEDULED,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,SINGLE,NO
CANDIDATE 847,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,SCHEDULED,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,,,,,,,,SINGLE,NO
CANDIDATE 857,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,CHANDIGARH,YES,YES,YES,YES,YES,YES,YES,MARRIED,NO
CANDIDATE 858,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,WALKIN,FEMALE,CHENNAI,CHENNAI,CHENNAI,NAGERCOIL,YES,YES,YES,YES,YES,YES,YES,MARRIED,NO
CANDIDATE 860,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,SINGLE,NO
CANDIDATE 865,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,WALKIN,FEMALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,MARRIED,NO
CANDIDATE 866,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,WALKIN,FEMALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,MARRIED,NO
CANDIDATE 872,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,HYDERABAD,,,,,,,,SINGLE,NO
CANDIDATE 878,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,WALKIN,FEMALE,CHENNAI,CHENNAI,CHENNAI,PUNE,NO,YES,YES,NO,NO,YES,NO,SINGLE,NO
CANDIDATE 879,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,SINGLE,NO
CANDIDATE 880,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,MARRIED,NO
CANDIDATE 881,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,,,,,,,,SINGLE,NO
CANDIDATE 887,STANDARD CHARTERED BANK,BFSI,NICHE,T 24 DEVELOPER,SCHEDULED,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,,,,,,,,MARRIED,NO
CANDIDATE 888,STANDARD CHARTERED BANK,BFSI,NICHE,T 24 DEVELOPER,SCHEDULED,FEMALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,,,,,,,,MARRIED,NO
CANDIDATE 893,STANDARD CHARTERED BANK,BFSI,NICHE,T 24 DEVELOPER,SCHEDULED,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,SINGLE,NO
CANDIDATE 905,HOSPIRA,PHARMACEUTICALS,ROUTINE,JAVA,WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,MARRIED,NO
CANDIDATE 906,HOSPIRA,PHARMACEUTICALS,ROUTINE,JAVA,WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,MARRIED,NO
CANDIDATE 907,HOSPIRA,PHARMACEUTICALS,ROUTINE,JAVA,WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,MARRIED,NO
CANDIDATE 908,HOSPIRA,PHARMACEUTICALS,ROUTINE,JAVA,WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,MARRIED,NO
CANDIDATE 909,HOSPIRA,PHARMACEUTICALS,ROUTINE,JAVA,WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,MARRIED,NO
CANDIDATE 910,HOSPIRA,PHARMACEUTICALS,ROUTINE,JAVA,WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,MARRIED,NO
CANDIDATE 911,HOSPIRA,PHARMACEUTICALS,ROUTINE,JAVA,WALKIN,FEMALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,MARRIED,NO
CANDIDATE 912,HOSPIRA,PHARMACEUTICALS,ROUTINE,JAVA,WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,MARRIED,NO
CANDIDATE 913,HOSPIRA,PHARMACEUTICALS,ROUTINE,JAVA,WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,SINGLE,NO
CANDIDATE 914,HOSPIRA,PHARMACEUTICALS,ROUTINE,JAVA,WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,SINGLE,NO
CANDIDATE 915,HOSPIRA,PHARMACEUTICALS,ROUTINE,JAVA,WALKIN,FEMALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,MARRIED,NO
CANDIDATE 916,HOSPIRA,PHARMACEUTICALS,ROUTINE,JAVA,WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,SINGLE,NO
CANDIDATE 917,HOSPIRA,PHARMACEUTICALS,ROUTINE,JAVA,WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,NO,,,,,,,SINGLE,NO
CANDIDATE 918,HOSPIRA,PHARMACEUTICALS,ROUTINE,JAVA,WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,NO,,,,,,,SINGLE,NO
CANDIDATE 920,HOSPIRA,PHARMACEUTICALS,ROUTINE,JAVA,WALKIN,FEMALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,NO,,,,,,,MARRIED,NO
CANDIDATE 921,HOSPIRA,PHARMACEUTICALS,ROUTINE,JAVA,WALKIN,FEMALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,NO,,,,,,,MARRIED,NO
CANDIDATE 922,HOSPIRA,PHARMACEUTICALS,ROUTINE,JAVA,WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,NO,,,,,,,SINGLE,NO
CANDIDATE 923,HOSPIRA,PHARMACEUTICALS,ROUTINE,JAVA,WALKIN,FEMALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,NO,,,,,,,MARRIED,NO
CANDIDATE 924,HOSPIRA,PHARMACEUTICALS,ROUTINE,JAVA,WALKIN,FEMALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,NO,,,,,,,MARRIED,NO
CANDIDATE 925,HOSPIRA,PHARMACEUTICALS,ROUTINE,JAVA,WALKIN,FEMALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,NO,,,,,,,MARRIED,NO
CANDIDATE 926,HOSPIRA,PHARMACEUTICALS,ROUTINE,JAVA,WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,NO,,,,,,,SINGLE,NO
CANDIDATE 929,PRODAPT,TELECOM,ROUTINE,COTS,SCHEDULED,MALE,CHENNAI,CHENNAI,CHENNAI,BANGALORE,YES,YES,YES,YES,YES,YES,YES,MARRIED,NO
CANDIDATE 930,PRODAPT,TELECOM,ROUTINE,COTS,SCHEDULED,MALE,CHENNAI,CHENNAI,CHENNAI,BANGALORE,YES,YES,YES,YES,YES,YES,YES,MARRIED,NO
CANDIDATE 931,PRODAPT,TELECOM,ROUTINE,COTS,SCHEDULED,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,MARRIED,NO
CANDIDATE 932,PRODAPT,TELECOM,ROUTINE,COTS,SCHEDULED,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,MARRIED,NO
CANDIDATE 933,PRODAPT,TELECOM,ROUTINE,COTS,SCHEDULED,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,SINGLE,NO
CANDIDATE 934,PRODAPT,TELECOM,ROUTINE,COTS,SCHEDULED,MALE,CHENNAI,CHENNAI,CHENNAI,COIMBATORE,YES,YES,YES,YES,YES,YES,YES,SINGLE,NO
CANDIDATE 935,PRODAPT,TELECOM,ROUTINE,COTS,SCHEDULED,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,SINGLE,NO
CANDIDATE 936,PRODAPT,TELECOM,ROUTINE,COTS,SCHEDULED,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,NO,,,,,,,MARRIED,NO
CANDIDATE 938,PRODAPT,TELECOM,ROUTINE,COTS,SCHEDULED,MALE,CHENNAI,CHENNAI,CHENNAI,BANGALORE,NO,,,,,,,SINGLE,NO
CANDIDATE 939,PRODAPT,TELECOM,ROUTINE,COTS,SCHEDULED,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,NO,,,,,,,MARRIED,NO
CANDIDATE 954,AON HEWITT,IT,ROUTINE,DOT NET,SCHEDULED,FEMALE,GURGAON,GURGAON,GURGAON,GURGAON,YES,YES,YES,YES,YES,YES,YES,SINGLE,NO
CANDIDATE 955,AON HEWITT,IT,ROUTINE,DOT NET,SCHEDULED,MALE,GURGAON,GURGAON,GURGAON,ALLAHABAD,YES,YES,YES,YES,YES,NO,NO,SINGLE,NO
CANDIDATE 960,AON HEWITT,IT,ROUTINE,TESTING,SCHEDULED,FEMALE,GURGAON,GURGAON,GURGAON,KANPUR,YES,YES,YES,YES,YES,YES,YES,SINGLE,NO
CANDIDATE 966,AON HEWITT,IT,ROUTINE,TESTING,SCHEDULED,MALE,GURGAON,GURGAON,GURGAON,GURGAON,YES,YES,YES,YES,YES,YES,YES,SINGLE,NO
CANDIDATE 968,AON HEWITT,IT,ROUTINE,TESTING,SCHEDULED,FEMALE,GURGAON,GURGAON,GURGAON,GURGAON,NO,NO,YES,NO,NO,YES,YES,SINGLE,NO
CANDIDATE 969,AON HEWITT,IT,ROUTINE,TESTING,SCHEDULED,FEMALE,GURGAON,GURGAON,GURGAON,GURGAON,NO,YES,YES,NO,YES,YES,NO,SINGLE,NO
CANDIDATE 970,AON HEWITT,IT,ROUTINE,TESTING,SCHEDULED,FEMALE,GURGAON,GURGAON,GURGAON,GURGAON,NO,YES,YES,YES,NO,YES,NO,SINGLE,NO
CANDIDATE 981,WILLIAMS LEA,IT,NICHE,ETL,SCHEDULED,FEMALE,COCHIN,COCHIN,COCHIN,TRIVANDRUM,NO,NO,YES,NO,NO,YES,NO,SINGLE,NO
CANDIDATE 983,WILLIAMS LEA,IT,NICHE,ETL,SCHEDULED,MALE,COCHIN,COCHIN,COCHIN,TRIVANDRUM,NO,NO,YES,NO,NO,NO,YES,SINGLE,NO
CANDIDATE 985,STANDARD CHARTERED BANK,BFSI,NICHE,JAVA,SCHEDULED,MALE,CHENNAI,CHENNAI,CHENNAI,BANGALORE,NO,YES,YES,YES,NO,YES,NO,SINGLE,NO
CANDIDATE 986,STANDARD CHARTERED BANK,BFSI,NICHE,JAVA,SCHEDULED,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,NO,YES,YES,YES,NO,YES,YES,MARRIED,NO
CANDIDATE 987,STANDARD CHARTERED BANK,BFSI,NICHE,JAVA,SCHEDULED,FEMALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,NO,YES,YES,YES,YES,NO,NO,SINGLE,NO
CANDIDATE 992,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,SCHEDULED,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,NO,YES,YES,YES,YES,YES,YES,SINGLE,NO
CANDIDATE 993,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,SCHEDULED,FEMALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,NO,YES,YES,YES,YES,YES,NO,MARRIED,NO
CANDIDATE 994,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,SCHEDULED,FEMALE,CHENNAI,CHENNAI,CHENNAI,VELLORE,NO,YES,YES,YES,YES,YES,YES,SINGLE,NO
CANDIDATE 1017,STANDARD CHARTERED BANK,BFSI,ROUTINE,SCCM,SCHEDULED,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,SINGLE,NO
CANDIDATE 1018,STANDARD CHARTERED BANK,BFSI,ROUTINE,SCCM,SCHEDULED,MALE,CHENNAI,CHENNAI,CHENNAI,AMBUR,YES,YES,YES,YES,YES,YES,YES,SINGLE,NO
CANDIDATE 1020,STANDARD CHARTERED BANK,BFSI,ROUTINE,SCCM,SCHEDULED,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,SINGLE,NO
CANDIDATE 1025,STANDARD CHARTERED BANK,BFSI,ROUTINE,SCCM,SCHEDULED,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,MARRIED,NO
CANDIDATE 1026,STANDARD CHARTERED BANK,BFSI,ROUTINE,SCCM,SCHEDULED,MALE,CHENNAI,CHENNAI,CHENNAI,CUTTACK,YES,YES,YES,YES,YES,YES,YES,SINGLE,NO
CANDIDATE 1032,STANDARD CHARTERED BANK,BFSI,ROUTINE,SCCM,SCHEDULED,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,SINGLE,NO
CANDIDATE 1034,STANDARD CHARTERED BANK,BFSI,ROUTINE,SCCM,SCHEDULED,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,SINGLE,NO
CANDIDATE 1035,STANDARD CHARTERED BANK,BFSI,ROUTINE,SCCM,SCHEDULED,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,NO,,,,,,NO,SINGLE,NO
CANDIDATE 1036,STANDARD CHARTERED BANK,BFSI,ROUTINE,SCCM,SCHEDULED,FEMALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,SINGLE,NO
CANDIDATE 1043,STANDARD CHARTERED BANK,BFSI,ROUTINE,SAS,SCHEDULED,MALE,BANGALORE,BANGALORE,BANGALORE,HYDERABAD,NO,,,,,,NO,SINGLE,NO
CANDIDATE 1050,STANDARD CHARTERED BANK,BFSI,ROUTINE,SAS,SCHEDULED,MALE,BANGALORE,BANGALORE,BANGALORE,HYDERABAD,,,,,,,,SINGLE,NO
CANDIDATE 1052,STANDARD CHARTERED BANK,BFSI,ROUTINE,SAS,SCHEDULED,MALE,BANGALORE,BANGALORE,BANGALORE,KOLKATA,,,,,,,,SINGLE,NO
CANDIDATE 1056,STANDARD CHARTERED BANK,BFSI,ROUTINE,SAS,SCHEDULED,MALE,BANGALORE,BANGALORE,BANGALORE,BANGALORE,,,,,,,,MARRIED,NO
CANDIDATE 1059,STANDARD CHARTERED BANK,BFSI,ROUTINE,SAS,SCHEDULED,MALE,BANGALORE,BANGALORE,BANGALORE,NOIDA,YES,YES,YES,YES,YES,NO,NO,SINGLE,NO
CANDIDATE 1062,STANDARD CHARTERED BANK,BFSI,ROUTINE,SAS,SCHEDULED,MALE,BANGALORE,BANGALORE,BANGALORE,CUTTACK,,,,,,,,SINGLE,NO
CANDIDATE 1067,STANDARD CHARTERED BANK,BFSI,ROUTINE,SAS,SCHEDULED,MALE,BANGALORE,BANGALORE,BANGALORE,BANGALORE,YES,YES,YES,YES,YES,YES,YES,SINGLE,NO
CANDIDATE 1068,STANDARD CHARTERED BANK,BFSI,ROUTINE,SAS,SCHEDULED,MALE,BANGALORE,BANGALORE,BANGALORE,PUNE,YES,YES,YES,YES,YES,YES,YES,SINGLE,NO
CANDIDATE 1072,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,HYDERABAD,,,,,,,,SINGLE,NO
CANDIDATE 1082,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,,,,,,,,SINGLE,NO
CANDIDATE 1083,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,SCHEDULED WALKIN,FEMALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,NO,,,,,,,MARRIED,NO
CANDIDATE 1086,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,SCHEDULED WALKIN,FEMALE,CHENNAI,CHENNAI,CHENNAI,COIMBATORE,YES,YES,YES,YES,YES,YES,YES,MARRIED,NO
CANDIDATE 1087,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,SCHEDULED WALKIN,FEMALE,CHENNAI,CHENNAI,CHENNAI,CUTTACK,,,,,,,,SINGLE,NO
CANDIDATE 1089,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,HYDERABAD,,,,,,,,SINGLE,NO
CANDIDATE 1091,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,SINGLE,NO
CANDIDATE 1092,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,SCHEDULED WALKIN,FEMALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,SINGLE,NO
CANDIDATE 1100,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,SINGLE,NO
CANDIDATE 1101,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,SINGLE,NO
CANDIDATE 1102,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,SCHEDULED WALKIN,FEMALE,CHENNAI,CHENNAI,CHENNAI,BANGALORE,YES,YES,YES,YES,YES,YES,YES,MARRIED,NO
CANDIDATE 1105,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,SINGLE,NO
CANDIDATE 1109,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,ALLAHABAD,YES,YES,YES,YES,YES,YES,YES,SINGLE,NO
CANDIDATE 1114,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,HYDERABAD,YES,YES,YES,YES,YES,YES,YES,MARRIED,NO
CANDIDATE 1116,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,SINGLE,NO
CANDIDATE 1117,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,MARRIED,NO
CANDIDATE 1121,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,SCHEDULED WALKIN,FEMALE,CHENNAI,CHENNAI,CHENNAI,HYDERABAD,YES,YES,YES,YES,YES,YES,YES,SINGLE,NO
CANDIDATE 1124,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,SINGLE,NO
CANDIDATE 1125,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,SINGLE,NO
